"","female","hisp","education","earnings","hours","week","union","uncov","region","race","marital","college_degree","age","id"
"39346",1,0,18,32200,40,52,0,0,4,1,1,1,58,39346
"39347",0,0,20,89000,41,52,0,0,4,1,1,1,61,39347
"39348",1,0,18,44000,40,52,0,0,4,1,7,1,38,39348
"39349",1,0,11,18213,40,52,0,0,4,1,1,0,50,39349
"39350",0,0,12,36000,40,52,0,0,4,1,7,0,23,39350
"39351",1,1,13,45000,40,52,0,0,4,1,7,0,53,39351
"39352",0,0,13,24000,40,48,0,0,4,3,1,0,32,39352
"39353",0,0,12,50000,50,52,0,0,4,1,1,0,24,39353
"39354",1,0,16,19680,40,50,0,0,4,1,1,1,31,39354
"39355",0,0,16,18000,40,52,0,0,4,7,1,1,27,39355
"39356",1,0,13,10800,40,48,0,0,4,1,1,0,22,39356
"39357",0,0,18,54000,50,52,0,0,4,1,1,1,37,39357
"39358",0,0,13,15000,40,48,0,0,4,1,7,0,20,39358
"39359",1,0,13,15000,40,52,0,0,4,1,7,0,22,39359
"39360",0,0,20,97946,70,52,0,0,4,1,1,1,41,39360
"39361",0,0,13,197000,60,52,0,0,4,1,3,0,21,39361
"39362",0,0,13,55000,55,52,0,0,4,1,1,0,51,39362
"39363",1,0,12,25000,40,52,0,0,4,1,1,0,47,39363
"39364",0,0,12,22000,48,52,0,0,4,1,7,0,21,39364
"39365",1,0,16,14600,40,52,0,0,4,1,5,1,50,39365
"39366",0,0,13,23000,40,52,0,0,4,1,1,0,54,39366
"39367",1,0,13,34000,40,52,0,0,4,1,1,0,52,39367
"39368",1,0,13,32000,40,52,0,0,4,1,1,0,45,39368
"39369",1,0,16,52000,40,52,0,0,4,1,7,1,31,39369
"39370",1,0,12,29712,40,52,0,0,4,1,5,0,52,39370
"39371",1,0,13,24000,40,52,0,0,4,1,7,0,29,39371
"39372",0,0,13,52590,40,52,0,0,4,7,1,0,37,39372
"39373",1,0,13,51000,40,52,0,0,4,1,1,0,68,39373
"39374",0,0,13,32000,40,52,0,0,4,1,1,0,47,39374
"39375",1,0,13,27000,40,52,0,0,4,1,1,0,53,39375
"39376",0,0,16,45000,55,52,0,0,4,1,1,1,33,39376
"39377",1,0,14,35000,40,52,0,0,4,1,1,0,31,39377
"39378",0,0,13,106000,60,52,0,0,4,1,7,0,43,39378
"39379",0,1,12,140140,60,52,0,0,4,3,1,0,37,39379
"39380",0,0,16,100000,40,52,0,0,4,1,1,1,60,39380
"39381",0,0,12,39600,55,52,0,0,4,1,5,0,49,39381
"39382",0,0,13,45000,40,52,0,0,4,1,1,0,50,39382
"39383",0,0,11,20000,50,52,0,0,4,1,1,0,28,39383
"39384",1,0,16,36000,40,52,0,0,4,7,1,1,67,39384
"39385",0,0,12,65000,50,52,0,0,4,1,1,0,48,39385
"39386",0,0,16,18000,40,52,0,0,4,1,1,1,27,39386
"39387",1,0,12,9000,40,52,0,0,4,1,7,0,55,39387
"39388",1,0,12,39000,40,52,0,0,4,8,1,0,43,39388
"39389",0,0,12,38000,40,52,0,0,4,1,1,0,39,39389
"39390",0,0,16,50000,40,52,0,0,4,1,1,1,60,39390
"39391",1,0,18,70000,40,52,0,0,4,1,1,1,56,39391
"39392",1,0,16,44700,40,52,0,0,4,1,1,1,59,39392
"39393",0,0,12,30000,60,52,0,0,4,1,1,0,61,39393
"39394",0,0,9,18000,40,52,0,0,4,1,1,0,66,39394
"39395",1,0,14,41000,40,52,0,0,4,1,1,0,59,39395
"39396",0,0,14,120000,42,52,0,0,4,1,7,0,29,39396
"39397",1,0,14,74000,40,52,0,0,4,1,1,0,47,39397
"39398",0,0,13,50000,70,52,0,0,4,1,1,0,53,39398
"39399",0,0,13,33000,45,52,0,0,4,1,1,0,29,39399
"39400",0,0,13,55000,40,52,0,0,4,1,1,0,41,39400
"39401",1,0,14,35000,40,52,0,0,4,1,1,0,29,39401
"39402",0,0,12,50000,45,52,0,0,4,1,1,0,31,39402
"39403",1,0,14,25000,40,52,0,0,4,1,5,0,45,39403
"39404",0,0,12,72000,40,52,0,0,4,1,5,0,52,39404
"39405",0,0,13,44000,45,52,0,0,4,1,1,0,34,39405
"39406",0,0,14,27000,40,52,0,0,4,1,5,0,40,39406
"39407",0,0,16,68000,40,52,0,0,4,1,1,1,44,39407
"39408",0,1,12,100000,84,52,0,0,4,3,5,0,53,39408
"39409",0,0,16,389599,60,52,0,0,4,1,1,1,51,39409
"39410",0,1,13,60000,50,52,1,0,4,1,5,0,27,39410
"39411",0,0,10,85000,50,52,1,0,4,1,1,0,56,39411
"39412",1,0,14,34500,50,52,0,0,4,1,1,0,61,39412
"39413",0,0,16,80000,65,52,1,0,4,1,1,1,50,39413
"39414",0,0,14,88000,70,52,0,0,4,1,1,0,30,39414
"39415",0,0,20,40000,40,52,0,0,4,1,1,1,29,39415
"39416",0,0,13,30000,99,52,0,0,4,1,1,0,26,39416
"39417",1,0,14,6500,40,48,0,0,4,1,1,0,21,39417
"39418",1,0,13,26000,40,52,0,0,4,1,5,0,47,39418
"39419",0,0,16,85000,40,52,0,0,4,1,1,1,28,39419
"39420",0,0,12,105000,70,49,0,0,4,1,1,0,41,39420
"39421",1,0,14,35000,40,52,0,0,4,1,1,0,60,39421
"39422",0,0,16,100000,40,50,0,0,4,1,7,1,49,39422
"39423",0,0,13,85000,60,52,0,0,4,1,1,0,37,39423
"39424",1,0,16,42000,40,52,0,0,4,1,1,1,39,39424
"39425",0,1,12,50000,40,52,0,0,4,1,5,0,65,39425
"39426",1,1,6,25000,40,52,0,0,4,1,7,0,51,39426
"39427",0,1,6,48000,60,50,0,0,4,1,3,0,51,39427
"39428",0,0,13,73500,40,52,0,0,4,1,5,0,47,39428
"39429",0,0,16,86000,40,52,0,0,4,1,1,1,57,39429
"39430",0,0,12,100000,60,52,0,0,4,1,7,0,35,39430
"39431",0,0,14,80000,45,52,1,0,4,1,1,0,54,39431
"39432",0,1,12,60000,40,52,0,0,4,1,7,0,22,39432
"39433",0,0,13,57000,42,52,0,0,4,1,5,0,46,39433
"39434",0,0,11,30000,40,52,0,0,4,1,7,0,19,39434
"39435",0,0,12,98822,40,52,0,0,4,1,5,0,45,39435
"39436",0,0,13,45000,40,52,0,0,4,1,1,0,45,39436
"39437",0,1,12,50000,50,52,0,0,4,1,1,0,29,39437
"39438",0,0,13,150000,60,52,0,0,4,1,5,0,34,39438
"39439",0,0,16,90000,40,52,0,0,4,1,7,1,23,39439
"39440",0,0,13,122946,50,52,0,0,4,1,7,0,22,39440
"39441",0,0,12,80000,50,52,0,0,4,1,1,0,53,39441
"39442",0,0,16,170000,40,52,0,0,4,1,1,1,41,39442
"39443",0,0,8,140000,60,52,0,0,4,1,1,0,27,39443
"39444",0,0,13,72000,38,52,0,0,4,1,5,0,59,39444
"39445",0,1,9,100000,36,52,0,0,4,1,1,0,40,39445
"39446",0,0,12,160000,50,52,0,0,4,1,1,0,46,39446
"39447",1,0,16,55000,40,52,0,0,4,1,1,1,46,39447
"39448",1,0,13,37710,48,52,0,0,4,1,1,0,27,39448
"39449",0,1,12,37400,40,52,0,0,4,7,1,0,27,39449
"39450",0,0,12,59000,45,52,0,0,4,1,5,0,44,39450
"39451",0,0,18,96000,60,52,0,0,4,1,1,1,46,39451
"39452",1,0,16,60000,50,52,0,0,4,1,1,1,43,39452
"39453",0,0,13,90000,60,52,0,0,4,1,1,0,39,39453
"39454",0,0,12,120000,60,52,0,0,4,1,1,0,55,39454
"39455",1,0,12,28000,40,52,0,0,4,1,1,0,50,39455
"39456",0,0,13,115000,60,52,0,0,4,1,1,0,48,39456
"39457",1,0,13,40000,60,52,0,0,4,7,1,0,44,39457
"39458",0,1,12,125000,55,52,0,0,4,1,1,0,61,39458
"39459",1,1,18,53000,45,52,0,0,4,1,5,1,37,39459
"39460",0,1,9,60000,40,52,0,0,4,1,1,0,33,39460
"39461",0,0,13,93000,42,52,0,0,4,1,1,0,52,39461
"39462",0,0,12,60000,70,52,0,0,4,1,1,0,28,39462
"39463",0,0,14,66000,50,50,0,0,4,1,5,0,29,39463
"39464",0,0,12,110000,60,52,0,0,4,1,1,0,27,39464
"39465",1,0,13,35000,40,52,0,0,4,1,7,0,23,39465
"39466",0,0,18,76000,60,52,0,0,4,1,1,1,43,39466
"39467",1,0,14,60000,45,52,0,0,4,1,1,0,40,39467
"39468",0,0,13,91000,40,52,0,0,4,1,1,0,35,39468
"39469",1,0,13,26000,40,52,0,0,4,1,1,0,37,39469
"39470",0,0,12,76000,42,52,0,0,4,1,5,0,39,39470
"39471",1,0,16,72000,70,52,0,0,4,1,5,1,37,39471
"39472",0,0,12,70000,45,52,0,0,4,1,1,0,42,39472
"39473",1,0,13,37000,40,52,0,0,4,1,4,0,63,39473
"39474",1,0,12,36000,40,52,0,0,4,1,5,0,45,39474
"39475",0,0,13,50000,40,52,0,0,4,1,1,0,49,39475
"39476",0,0,14,60400,40,52,1,0,4,1,1,0,50,39476
"39477",0,0,12,70000,60,52,0,0,4,1,5,0,54,39477
"39478",1,0,13,26500,40,52,0,0,4,1,1,0,28,39478
"39479",0,0,13,35000,43,52,0,0,4,1,1,0,29,39479
"39480",1,0,16,11720,40,52,0,0,4,1,2,1,41,39480
"39481",0,0,12,45000,40,52,0,0,4,1,1,0,47,39481
"39482",1,0,14,23000,40,52,0,0,4,1,7,0,23,39482
"39483",0,0,12,47000,55,52,0,0,4,1,7,0,24,39483
"39484",0,1,12,54000,40,52,0,0,4,1,7,0,24,39484
"39485",0,0,12,28000,40,51,0,0,4,1,7,0,24,39485
"39486",1,0,14,49000,45,52,0,0,4,1,1,0,61,39486
"39487",0,0,12,41000,40,52,0,0,4,1,1,0,59,39487
"39488",0,0,12,15000,40,52,0,0,4,1,5,0,46,39488
"39489",1,0,13,30557,40,50,0,0,4,1,5,0,62,39489
"39490",1,0,12,28367,40,52,0,0,4,1,1,0,58,39490
"39491",0,0,16,33623,40,52,0,0,4,1,1,1,57,39491
"39492",1,0,16,37388,45,52,0,0,4,1,5,1,57,39492
"39493",0,0,12,36000,55,50,0,0,4,7,1,0,43,39493
"39494",1,1,14,32000,60,52,0,0,4,1,5,0,37,39494
"39495",0,1,12,20000,40,48,0,0,4,1,7,0,33,39495
"39496",0,0,12,25000,45,52,0,0,4,1,7,0,51,39496
"39497",1,0,13,28000,66,52,0,0,4,1,1,0,40,39497
"39498",0,0,14,52000,40,52,0,0,4,1,1,0,40,39498
"39499",0,1,12,18000,50,52,0,0,4,1,1,0,38,39499
"39500",1,0,12,26000,50,52,0,0,4,1,1,0,40,39500
"39501",1,0,13,40000,40,52,0,0,4,1,1,0,61,39501
"39502",1,0,14,49000,55,52,0,0,4,1,5,0,51,39502
"39503",1,0,12,50000,40,52,0,0,4,1,1,0,61,39503
"39504",0,0,12,27500,40,52,0,0,4,1,7,0,51,39504
"39505",0,0,12,75000,50,52,0,0,4,1,1,0,55,39505
"39506",1,0,14,24000,40,52,0,0,4,1,1,0,49,39506
"39507",1,0,13,84000,40,52,0,0,4,1,5,0,46,39507
"39508",0,0,12,45300,45,52,0,0,4,1,1,0,43,39508
"39509",1,1,12,29400,40,52,0,0,4,1,1,0,44,39509
"39510",1,0,12,17000,40,52,0,0,4,1,5,0,38,39510
"39511",1,0,18,55000,50,52,0,0,4,1,1,1,45,39511
"39512",0,0,16,50000,50,52,0,0,4,1,1,1,42,39512
"39513",0,0,12,55000,40,52,0,0,4,1,5,0,39,39513
"39514",0,0,18,57600,50,52,0,0,4,1,1,1,33,39514
"39515",0,0,14,67300,40,52,0,0,4,1,1,0,48,39515
"39516",1,0,12,17000,40,52,0,0,4,1,5,0,40,39516
"39517",0,0,13,34000,45,52,0,0,4,1,5,0,44,39517
"39518",0,0,16,98000,40,52,0,0,4,1,1,1,29,39518
"39519",0,0,16,60000,45,52,0,0,4,1,1,1,61,39519
"39520",0,0,18,125000,40,52,0,0,4,1,1,1,39,39520
"39521",0,0,16,81000,50,52,0,0,4,1,1,1,45,39521
"39522",1,0,18,148000,60,52,0,0,4,1,1,1,49,39522
"39523",0,0,16,42000,55,52,1,0,4,1,7,1,55,39523
"39524",1,0,12,15000,40,52,0,0,4,1,7,0,20,39524
"39525",1,0,20,80000,40,52,0,0,4,1,1,1,54,39525
"39526",0,0,16,90000,40,52,0,0,4,1,1,1,53,39526
"39527",1,0,13,45000,40,52,0,0,4,1,5,0,51,39527
"39528",1,0,14,30000,40,52,0,0,4,1,1,0,59,39528
"39529",1,0,14,21000,40,52,0,0,4,1,5,0,54,39529
"39530",1,0,16,22860,40,52,0,0,4,1,7,1,23,39530
"39531",1,0,13,25000,40,52,0,0,4,1,1,0,61,39531
"39532",0,0,14,11000,50,52,0,0,4,1,1,0,54,39532
"39533",1,0,18,80000,40,52,0,0,4,1,1,1,51,39533
"39534",1,0,18,48200,50,52,0,0,4,1,7,1,53,39534
"39535",1,1,16,36000,40,52,0,0,4,1,1,1,29,39535
"39536",0,0,16,110000,45,52,0,0,4,1,1,1,29,39536
"39537",1,0,16,95000,40,52,0,0,4,1,5,1,43,39537
"39538",1,0,13,33800,40,52,0,0,4,1,7,0,48,39538
"39539",1,0,20,130000,40,52,0,0,4,4,1,1,55,39539
"39540",0,0,18,130000,40,52,0,0,4,4,1,1,56,39540
"39541",1,0,20,90000,50,52,0,0,4,1,1,1,66,39541
"39542",1,0,18,99069,55,52,0,0,4,1,1,1,43,39542
"39543",0,0,18,150000,45,52,0,0,4,1,1,1,60,39543
"39544",0,1,4,15000,40,52,0,0,4,3,1,0,39,39544
"39545",1,1,6,16000,45,52,0,0,4,1,6,0,39,39545
"39546",0,0,16,100000,55,52,0,0,4,1,1,1,49,39546
"39547",0,0,16,70000,45,52,0,0,4,1,5,1,49,39547
"39548",1,0,16,37000,40,52,0,0,4,1,7,1,26,39548
"39549",1,0,18,87000,43,52,0,0,4,1,7,1,45,39549
"39550",0,0,20,4500,45,52,0,0,4,1,1,1,59,39550
"39551",1,0,18,48000,45,52,0,0,4,1,1,1,55,39551
"39552",0,0,16,77000,45,49,0,0,4,1,7,1,31,39552
"39553",0,0,16,40000,40,52,0,0,4,1,7,1,27,39553
"39554",0,0,14,23800,40,52,0,0,4,1,7,0,22,39554
"39555",1,0,13,35000,40,52,0,0,4,1,1,0,57,39555
"39556",0,0,13,65000,40,52,0,0,4,1,1,0,58,39556
"39557",0,0,16,140000,40,52,0,0,4,1,1,1,42,39557
"39558",0,1,6,40000,50,52,0,0,4,1,1,0,34,39558
"39559",0,0,13,33000,40,52,0,0,4,1,7,0,31,39559
"39560",0,0,12,27000,40,52,0,0,4,1,1,0,51,39560
"39561",0,0,13,30000,40,52,0,0,4,1,1,0,30,39561
"39562",0,0,16,75000,60,52,0,0,4,1,1,1,38,39562
"39563",1,0,20,95000,40,52,0,0,4,1,1,1,60,39563
"39564",1,0,12,120000,55,52,0,0,4,1,1,0,35,39564
"39565",1,0,16,80000,40,52,0,0,4,1,3,1,63,39565
"39566",0,0,18,65000,50,52,0,0,4,1,7,1,31,39566
"39567",0,0,16,55000,50,52,0,0,4,1,7,1,29,39567
"39568",0,0,16,70000,50,52,0,0,4,1,1,1,72,39568
"39569",1,0,13,32000,45,52,0,0,4,1,1,0,43,39569
"39570",0,0,12,200000,90,52,0,0,4,1,5,0,58,39570
"39571",0,0,12,15000,40,52,0,0,4,1,7,0,20,39571
"39572",0,1,6,50000,50,52,0,0,4,1,1,0,37,39572
"39573",1,0,16,60000,40,48,0,0,4,1,1,1,48,39573
"39574",0,1,16,75000,40,52,0,0,4,1,1,1,30,39574
"39575",1,0,16,65000,40,52,0,0,4,1,1,1,29,39575
"39576",1,1,11,22000,40,52,0,0,4,1,7,0,46,39576
"39577",1,0,13,67000,40,52,0,0,4,1,1,0,44,39577
"39578",0,1,13,67000,40,52,0,0,4,1,1,0,50,39578
"39579",0,0,16,100000,40,52,0,0,4,1,1,1,54,39579
"39580",0,0,20,110000,40,52,0,0,4,1,1,1,37,39580
"39581",0,0,13,50000,42,52,0,0,4,1,1,0,45,39581
"39582",0,0,16,160000,60,52,0,0,4,1,1,1,45,39582
"39583",1,0,13,10000,45,52,0,0,4,4,1,0,59,39583
"39584",0,0,16,272946,55,52,0,0,4,1,1,1,70,39584
"39585",0,0,16,98000,40,52,0,0,4,1,1,1,46,39585
"39586",1,0,16,70500,40,52,0,0,4,1,1,1,42,39586
"39587",0,0,18,100000,50,52,0,0,4,1,1,1,53,39587
"39588",0,0,20,389599,40,52,0,0,4,4,1,1,45,39588
"39589",0,0,18,175000,50,52,0,0,4,1,1,1,40,39589
"39590",1,0,12,55908,40,49,0,0,4,1,1,0,53,39590
"39591",0,0,12,40000,45,52,0,0,4,1,1,0,53,39591
"39592",1,0,14,60000,40,52,0,0,4,1,1,0,34,39592
"39593",0,0,16,87500,40,52,0,0,4,1,1,1,37,39593
"39594",1,0,16,140000,50,52,0,0,4,1,1,1,50,39594
"39595",0,0,16,61000,40,52,0,0,4,1,1,1,50,39595
"39596",0,0,18,150000,50,52,0,0,4,1,1,1,46,39596
"39597",0,1,4,20000,40,52,0,0,4,1,1,0,30,39597
"39598",0,1,11,9000,40,52,0,0,4,1,5,0,44,39598
"39599",0,0,13,43000,40,52,0,0,4,1,1,0,39,39599
"39600",0,0,11,40000,38,52,0,0,4,1,1,0,38,39600
"39601",0,0,16,160000,50,52,0,0,4,1,1,1,48,39601
"39602",1,0,13,38000,40,52,0,0,4,1,1,0,49,39602
"39603",0,0,12,55500,40,50,0,0,4,1,1,0,50,39603
"39604",1,0,14,25000,40,52,0,0,4,1,1,0,50,39604
"39605",0,0,12,32000,40,52,0,0,4,1,1,0,31,39605
"39606",0,1,13,30000,45,52,0,0,4,1,1,0,25,39606
"39607",0,0,12,45000,50,52,0,0,4,1,1,0,21,39607
"39608",0,0,12,21000,40,52,0,0,4,2,1,0,54,39608
"39609",1,0,12,22000,40,52,0,0,4,1,1,0,47,39609
"39610",0,0,16,40002,60,52,0,0,4,2,1,1,37,39610
"39611",0,0,13,43000,50,52,0,0,4,1,1,0,34,39611
"39612",1,0,16,18000,40,52,0,0,4,1,1,1,47,39612
"39613",0,0,16,40000,40,52,0,0,4,1,1,1,49,39613
"39614",0,0,12,40000,40,52,0,0,4,2,1,0,43,39614
"39615",0,1,14,30000,40,52,0,0,4,1,7,0,30,39615
"39616",1,0,12,57000,40,52,0,0,4,1,2,0,50,39616
"39617",0,0,12,55000,40,52,0,0,4,1,1,0,45,39617
"39618",1,0,20,160000,40,52,0,0,4,1,1,1,47,39618
"39619",0,0,14,53000,40,52,0,0,4,1,1,0,59,39619
"39620",0,0,12,28000,40,52,0,0,4,1,1,0,55,39620
"39621",1,0,12,45000,40,52,0,0,4,1,1,0,56,39621
"39622",0,1,13,12500,63,52,0,0,4,2,5,0,26,39622
"39623",0,1,12,16000,40,52,0,0,4,2,7,0,19,39623
"39624",1,0,13,30000,60,52,0,0,4,8,7,0,31,39624
"39625",0,0,13,93000,50,52,0,0,4,1,1,0,48,39625
"39626",1,0,12,18000,44,52,0,0,4,1,7,0,51,39626
"39627",0,0,20,96000,40,52,0,0,4,2,3,1,54,39627
"39628",0,0,13,110002,40,52,0,0,4,1,1,0,40,39628
"39629",0,0,16,40000,50,52,0,0,4,1,7,1,26,39629
"39630",0,0,13,24002,40,52,0,0,4,1,7,0,21,39630
"39631",1,0,12,15000,40,52,0,0,4,1,7,0,18,39631
"39632",1,0,16,72000,40,48,0,0,4,7,7,1,51,39632
"39633",0,0,13,31000,40,52,0,0,4,1,1,0,28,39633
"39634",1,0,16,28000,40,52,0,0,4,1,1,1,27,39634
"39635",0,0,16,55000,40,52,0,0,4,1,1,1,46,39635
"39636",1,0,13,55000,40,52,0,0,4,1,1,0,55,39636
"39637",0,0,16,60000,70,52,0,0,4,1,5,1,57,39637
"39638",0,0,13,30000,38,52,0,0,4,1,5,0,57,39638
"39639",0,0,13,80000,42,51,0,0,4,1,1,0,46,39639
"39640",1,0,13,50000,40,52,0,0,4,1,1,0,47,39640
"39641",1,0,16,63500,36,52,0,0,4,2,7,1,46,39641
"39642",1,0,12,26584,40,52,0,0,4,1,1,0,52,39642
"39643",0,0,14,45000,40,52,0,0,4,1,7,0,34,39643
"39644",1,0,16,50000,40,52,0,0,4,1,7,1,34,39644
"39645",0,0,18,28000,40,52,0,0,4,1,1,1,61,39645
"39646",1,0,16,35000,40,52,0,0,4,1,1,1,54,39646
"39647",0,0,12,14500,40,51,0,0,4,1,7,0,19,39647
"39648",1,0,13,9000,42,50,0,0,4,1,7,0,20,39648
"39649",0,0,13,70000,53,52,0,0,4,1,1,0,35,39649
"39650",0,0,16,38500,40,52,0,0,4,1,1,1,24,39650
"39651",1,0,16,38500,40,52,0,0,4,1,1,1,26,39651
"39652",1,0,16,49000,40,52,0,0,4,1,7,1,30,39652
"39653",0,0,13,40000,40,52,0,0,4,1,7,0,29,39653
"39654",0,0,12,92946,40,52,0,0,4,1,7,0,27,39654
"39655",0,0,16,65000,40,52,0,0,4,1,7,1,26,39655
"39656",1,0,13,35000,40,52,0,0,4,1,6,0,47,39656
"39657",0,0,18,45000,40,52,0,0,4,1,1,1,38,39657
"39658",1,0,16,150000,50,52,0,0,4,15,1,1,37,39658
"39659",0,0,20,150000,50,52,0,0,4,1,1,1,42,39659
"39660",1,0,16,150000,50,52,0,0,4,1,1,1,39,39660
"39661",0,0,20,389599,40,52,0,0,4,1,1,1,42,39661
"39662",0,0,18,65000,70,52,0,0,4,1,7,1,31,39662
"39663",1,0,16,25000,40,52,0,0,4,1,5,1,50,39663
"39664",1,0,12,23000,40,52,0,0,4,7,7,0,47,39664
"39665",0,0,16,59000,50,52,0,0,4,1,1,1,38,39665
"39666",0,0,16,35000,40,52,0,0,4,1,1,1,47,39666
"39667",1,0,14,60000,48,52,0,0,4,1,1,0,54,39667
"39668",0,0,13,60000,40,52,0,0,4,3,1,0,45,39668
"39669",0,0,13,33000,42,52,0,0,4,1,1,0,44,39669
"39670",1,0,12,27000,42,52,0,0,4,1,1,0,30,39670
"39671",0,0,18,30000,50,52,0,0,4,2,1,1,38,39671
"39672",0,0,12,32000,40,52,0,0,4,1,1,0,28,39672
"39673",1,0,20,466789,70,52,0,0,4,1,4,1,64,39673
"39674",0,0,18,60000,40,52,0,0,4,1,1,1,60,39674
"39675",0,0,12,27000,40,52,0,0,4,1,5,0,59,39675
"39676",1,0,18,60000,60,52,0,0,4,1,7,1,54,39676
"39677",0,0,13,95000,70,52,0,0,4,1,1,0,58,39677
"39678",0,1,13,36000,60,52,0,0,4,1,7,0,24,39678
"39679",0,0,16,50000,50,52,0,0,4,1,1,1,53,39679
"39680",1,0,16,50002,50,52,0,0,4,1,1,1,54,39680
"39681",0,0,18,110000,45,52,0,0,4,1,5,1,49,39681
"39682",0,0,14,55000,40,52,0,0,4,1,1,0,29,39682
"39683",1,0,16,75000,50,52,0,0,4,1,1,1,47,39683
"39684",1,0,16,35000,40,52,0,0,4,1,1,1,26,39684
"39685",0,0,13,35000,40,52,0,0,4,1,1,0,25,39685
"39686",1,0,16,35000,40,52,0,0,4,1,1,1,36,39686
"39687",1,0,18,85000,75,52,0,0,4,1,7,1,53,39687
"39688",1,0,18,50000,50,52,0,0,4,1,1,1,69,39688
"39689",0,0,16,90000,45,52,0,0,4,1,1,1,46,39689
"39690",0,1,12,40000,40,50,0,0,4,1,6,0,49,39690
"39691",0,1,12,32000,50,52,0,0,4,3,1,0,43,39691
"39692",1,1,16,20002,40,52,0,0,4,1,1,1,47,39692
"39693",0,1,16,60002,40,52,0,0,4,1,1,1,47,39693
"39694",0,0,16,58000,40,52,0,0,4,1,1,1,38,39694
"39695",0,0,10,24000,37,52,0,0,4,1,7,0,39,39695
"39696",0,0,14,50000,40,52,0,0,4,1,1,0,52,39696
"39697",1,0,12,29000,40,52,0,0,4,4,1,0,45,39697
"39698",0,0,12,42000,40,52,0,0,4,1,1,0,49,39698
"39699",1,0,14,29500,40,52,0,0,4,1,1,0,40,39699
"39700",0,0,13,33000,60,52,0,0,4,1,1,0,29,39700
"39701",1,0,12,10000,38,52,0,0,4,1,1,0,42,39701
"39702",1,0,18,60000,45,52,0,0,4,1,5,1,48,39702
"39703",1,0,13,38000,40,52,0,0,4,1,5,0,45,39703
"39704",0,0,12,35000,65,52,0,0,4,2,1,0,32,39704
"39705",1,0,14,28000,40,52,0,0,4,2,5,0,45,39705
"39706",0,0,16,68002,40,52,0,0,4,1,5,1,30,39706
"39707",0,0,12,45500,40,52,0,0,4,2,1,0,26,39707
"39708",1,0,16,34000,40,52,0,0,4,2,2,1,26,39708
"39709",1,0,14,25000,40,52,0,0,4,1,5,0,41,39709
"39710",0,0,16,85000,40,52,0,0,4,1,1,1,35,39710
"39711",1,0,16,60000,55,52,0,0,4,1,2,1,45,39711
"39712",0,0,14,80000,55,52,0,0,4,1,2,0,45,39712
"39713",0,1,12,110000,40,52,0,0,4,1,1,0,61,39713
"39714",0,0,12,24000,60,52,0,0,4,6,1,0,19,39714
"39715",0,0,13,40000,40,52,0,0,4,2,1,0,46,39715
"39716",1,0,12,27000,40,52,0,0,4,1,1,0,37,39716
"39717",0,0,14,18000,40,52,0,0,4,1,7,0,21,39717
"39718",1,0,12,15000,40,52,0,0,4,1,7,0,18,39718
"39719",0,0,18,50000,40,52,0,0,4,2,1,1,56,39719
"39720",0,0,13,60000,40,52,0,0,4,1,1,0,41,39720
"39721",1,0,16,15000,40,52,0,0,4,1,1,1,40,39721
"39722",0,0,20,125000,40,52,0,0,4,1,1,1,43,39722
"39723",0,0,12,50000,40,52,0,0,4,1,1,0,54,39723
"39724",1,0,12,21000,40,52,0,0,4,1,1,0,48,39724
"39725",1,1,18,92000,60,52,0,0,4,1,1,1,54,39725
"39726",0,1,13,66000,40,52,0,0,4,1,1,0,57,39726
"39727",0,0,16,37000,50,52,0,0,4,1,1,1,30,39727
"39728",0,0,18,150000,60,52,0,0,4,1,1,1,51,39728
"39729",0,0,20,150000,55,52,0,0,4,1,1,1,63,39729
"39730",0,0,14,50000,40,52,0,0,4,1,1,0,42,39730
"39731",1,0,18,40000,40,52,0,0,4,1,1,1,58,39731
"39732",0,0,12,60000,40,52,0,0,4,1,1,0,46,39732
"39733",0,0,12,37000,40,52,0,0,4,1,5,0,52,39733
"39734",0,0,12,65000,40,52,0,0,4,1,1,0,47,39734
"39735",1,0,12,43000,50,52,0,0,4,1,1,0,43,39735
"39736",0,0,18,50000,50,52,0,0,4,1,1,1,60,39736
"39737",0,0,12,25000,55,52,0,0,4,1,1,0,27,39737
"39738",1,0,12,40000,37,52,0,0,4,1,1,0,46,39738
"39739",0,0,18,80000,40,52,0,0,4,1,1,1,45,39739
"39740",0,0,13,60000,60,52,1,0,4,1,5,0,47,39740
"39741",1,0,13,28000,38,52,1,0,4,1,5,0,29,39741
"39742",1,0,12,41000,38,52,0,0,4,4,1,0,26,39742
"39743",0,0,12,13135,40,52,0,0,4,4,1,0,35,39743
"39744",0,1,13,45000,40,52,0,0,4,1,1,0,34,39744
"39745",1,0,16,50000,50,52,0,0,4,1,1,1,42,39745
"39746",0,0,18,127000,45,50,0,0,4,1,1,1,53,39746
"39747",0,0,14,78000,40,52,0,0,4,1,1,0,44,39747
"39748",1,1,12,96000,40,52,0,0,4,1,1,0,49,39748
"39749",1,0,18,58000,60,52,1,0,4,1,1,1,57,39749
"39750",0,0,13,18000,50,52,0,0,4,1,1,0,58,39750
"39751",0,0,13,41602,40,52,0,0,4,1,1,0,45,39751
"39752",0,0,16,60000,50,52,0,0,4,4,1,1,27,39752
"39753",1,0,16,35000,38,52,0,0,4,4,1,1,33,39753
"39754",1,0,12,92000,50,52,0,0,4,1,1,0,53,39754
"39755",0,1,8,12000,40,50,0,0,4,1,1,0,72,39755
