"","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","treatment","cluster","voted","hh_id","hh_size","numberofnames","p2004_mean","g2004_mean","age","bintreat"
"10491","female",1948,"yes","yes","yes","no","yes","No"," Control",306,"Yes",5496,2,21,0.1428571,0.952381,58,0
"294278","female",1955,"yes","yes","yes","no","no","No"," Neighbors",8527,"No",153469,4,21,0.1904762,0.8571429,51,1
"91147","male",1961,"yes","yes","yes","no","no","No"," Control",2626,"Yes",47265,1,21,0.1904762,0.9047619,45,0
"340182","female",1934,"yes","yes","yes","no","no","No"," Control",9879,"No",177817,2,21,0.2857143,1,72,0
"244161","female",1938,"yes","yes","yes","no","no","Yes"," Control",7110,"No",127972,1,21,0.6190476,0.952381,68,0
"215371","female",1949,"yes","no","yes","no","no","Yes"," Control",6265,"No",112759,2,21,0.3333333,0.952381,57,0
"4532","male",1954,"yes","yes","yes","no","yes","No"," Control",135,"Yes",2427,1,21,0.2857143,1,52,0
"240114","female",1967,"yes","no","yes","no","no","Yes"," Control",6996,"No",125915,2,21,0.5238096,0.952381,39,0
"149049","male",1936,"yes","yes","yes","no","yes","No"," Control",4311,"Yes",77583,2,21,0.047619,0.952381,70,0
"68740","male",1983,"no","no","yes","no","no","Yes"," Control",1982,"No",35674,5,21,0.4761905,0.952381,23,0
"94408","male",1956,"yes","yes","yes","no","no","Yes"," Control",2719,"No",48932,2,21,0.3333333,1,50,0
"256477","female",1956,"yes","yes","yes","no","no","Yes"," Neighbors",7462,"No",134315,1,21,0.3809524,0.9047619,50,1
"328150","female",1975,"no","no","yes","no","no","Yes"," Neighbors",9512,"Yes",171207,2,21,0.5238096,0.8571429,31,1
"311021","female",1947,"yes","yes","yes","no","yes","No"," Neighbors",9009,"No",162151,2,21,0.5714286,0.8571429,59,1
"223783","female",1917,"yes","yes","yes","no","yes","Yes"," Control",6514,"Yes",117242,1,21,0.1428571,0.6666667,89,0
"30256","female",1933,"yes","yes","yes","no","no","Yes"," Neighbors",880,"Yes",15827,1,21,0.3809524,0.952381,73,1
"149534","female",1940,"yes","yes","yes","yes","yes","No"," Control",4325,"Yes",77838,2,19,0.4736842,0.8421053,66,0
"341228","male",1929,"yes","yes","yes","no","no","Yes"," Control",9911,"No",178393,1,21,0.1904762,1,77,0
"53745","male",1959,"yes","yes","yes","no","yes","No"," Control",1552,"Yes",27921,1,21,0.047619,0.952381,47,0
"320030","female",1966,"yes","yes","yes","no","yes","No"," Control",9262,"No",166714,2,21,0.4761905,1,40,0
"255115","female",1944,"yes","yes","yes","no","no","Yes"," Neighbors",7422,"Yes",133592,2,21,0.4285714,0.8571429,62,1
"55906","male",1964,"yes","yes","yes","yes","no","No"," Control",1615,"No",29053,2,19,0.5789474,1,42,0
"211432","male",1968,"yes","yes","yes","no","no","No"," Neighbors",6150,"Yes",110694,2,21,0.0952381,0.8571429,38,1
"68698","female",1949,"yes","yes","yes","no","no","No"," Control",1981,"No",35654,2,20,0,1,57,0
"332075","female",1973,"yes","yes","yes","yes","no","No"," Neighbors",9631,"No",173352,2,21,0.047619,0.8571429,33,1
"280293","female",1957,"yes","yes","yes","yes","no","No"," Control",8139,"No",146500,2,21,0.047619,1,49,0
"309010","female",1963,"yes","yes","yes","no","yes","No"," Control",8949,"Yes",161068,2,21,0.1904762,1,43,0
"273374","male",1959,"yes","yes","yes","yes","no","Yes"," Control",7944,"Yes",142981,2,21,0.6190476,0.9047619,47,0
"70174","male",1951,"yes","yes","yes","no","no","Yes"," Control",2024,"Yes",36416,3,21,0.6190476,0.952381,55,0
"321517","female",1965,"no","no","yes","no","no","Yes"," Control",9307,"No",167509,2,21,0.5238096,1,41,0
"190014","male",1939,"yes","yes","yes","no","yes","No"," Control",5516,"No",99286,2,21,0.3333333,0.952381,67,0
"327210","female",1946,"yes","yes","yes","yes","yes","Yes"," Neighbors",9484,"No",170698,1,21,0.4285714,0.8571429,60,1
"311522","female",1967,"yes","yes","yes","yes","no","Yes"," Control",9023,"No",162414,2,21,0.6666667,0.952381,39,0
"179511","female",1957,"yes","yes","yes","yes","no","Yes"," Neighbors",5208,"No",93727,3,21,0.4761905,1,49,1
"255497","male",1946,"yes","yes","yes","no","yes","No"," Control",7433,"Yes",133789,2,21,0.4761905,0.9047619,60,0
"338724","male",1951,"yes","no","yes","no","no","Yes"," Control",9835,"No",177016,2,21,0.3333333,0.952381,55,0
"320706","female",1969,"yes","yes","yes","no","no","Yes"," Control",9282,"No",167073,2,21,0.3333333,0.9047619,37,0
"221066","male",1946,"yes","no","yes","yes","yes","No"," Control",6435,"No",115830,2,21,0.2857143,0.8095238,60,0
"17153","female",1957,"yes","yes","yes","no","yes","Yes"," Control",504,"No",9058,2,21,0.4761905,1,49,0
"274702","male",1946,"yes","yes","yes","yes","yes","No"," Control",7984,"No",143699,2,21,0.047619,0.8571429,60,0
"243629","female",1946,"no","yes","yes","no","no","No"," Control",7096,"No",127715,2,21,0.5238096,0.7619048,60,0
"293521","female",1983,"no","yes","yes","no","yes","No"," Control",8504,"No",153058,2,21,0.3333333,0.9047619,23,0
"169906","female",1985,"no","no","yes","no","no","No"," Control",4925,"No",88642,3,21,0.2380952,1,21,0
"187376","female",1958,"yes","no","yes","no","no","Yes"," Neighbors",5440,"Yes",97908,3,21,0.4285714,1,48,1
"83736","female",1960,"no","yes","yes","yes","no","Yes"," Control",2408,"Yes",43340,3,21,0.3333333,1,46,0
"156253","female",1962,"yes","yes","yes","no","no","No"," Control",4525,"No",81436,2,21,0.0952381,0.9047619,44,0
"90977","female",1950,"yes","yes","yes","no","no","No"," Control",2622,"No",47183,2,21,0.2857143,0.952381,56,0
"55891","female",1982,"no","no","yes","no","no","No"," Control",1614,"No",29043,2,21,0.3333333,0.9047619,24,0
"225066","male",1957,"yes","yes","yes","no","no","Yes"," Control",6551,"No",117912,3,21,0.5714286,0.9047619,49,0
"70792","male",1981,"no","no","yes","no","no","No"," Control",2041,"No",36724,3,21,0.3333333,0.952381,25,0
"47349","female",1951,"yes","yes","yes","yes","yes","Yes"," Control",1369,"Yes",24638,4,21,0.0952381,1,55,0
"284270","male",1965,"yes","yes","yes","no","no","No"," Control",8243,"No",148367,2,21,0.2857143,0.8571429,41,0
"144549","female",1964,"yes","yes","yes","no","yes","Yes"," Control",4179,"Yes",75208,2,21,0.5714286,1,42,0
"39989","male",1976,"yes","yes","yes","no","yes","No"," Control",1159,"No",20856,3,21,0.1904762,1,30,0
"153986","male",1946,"yes","yes","yes","no","no","Yes"," Control",4457,"Yes",80224,2,21,0.5238096,1,60,0
"162056","male",1965,"yes","yes","yes","no","no","No"," Control",4698,"No",84564,2,21,0.047619,0.9047619,41,0
"321408","female",1979,"yes","no","yes","no","no","No"," Control",9303,"Yes",167452,2,21,0.0952381,0.8095238,27,0
"43310","male",1953,"yes","yes","yes","no","no","No"," Control",1255,"Yes",22579,2,21,0.2380952,0.952381,53,0
"232188","male",1950,"yes","yes","yes","no","no","Yes"," Control",6764,"Yes",121742,2,21,0.2380952,0.8571429,56,0
"323841","female",1966,"yes","yes","yes","yes","no","No"," Neighbors",9378,"No",168792,2,21,0,0.9047619,40,1
"201656","male",1945,"yes","yes","yes","yes","no","Yes"," Neighbors",5858,"No",105431,2,21,0.3809524,0.952381,61,1
"4754","male",1947,"yes","no","yes","no","no","Yes"," Neighbors",142,"No",2540,1,21,0.3333333,1,59,1
"74665","female",1982,"no","no","yes","no","yes","No"," Control",2152,"No",38720,3,21,0.0952381,0.9047619,24,0
"200709","male",1937,"yes","yes","yes","no","no","No"," Control",5829,"Yes",104920,2,21,0.1428571,0.7142857,69,0
"100694","female",1955,"yes","yes","yes","no","no","No"," Control",2899,"No",52174,2,21,0.2380952,1,51,0
"214017","male",1934,"yes","yes","yes","no","yes","No"," Control",6226,"No",112068,2,21,0.5238096,0.952381,72,0
"64910","female",1960,"yes","no","yes","no","no","Yes"," Control",1871,"No",33677,2,21,0.1904762,0.952381,46,0
"278183","female",1967,"yes","yes","yes","no","no","No"," Control",8080,"No",145440,2,21,0,1,39,0
"104732","male",1943,"yes","yes","yes","no","no","No"," Control",3013,"No",54227,2,21,0.3809524,1,63,0
"169951","female",1958,"yes","yes","yes","no","no","Yes"," Control",4926,"No",88667,2,21,0.6190476,0.9047619,48,0
"52465","male",1942,"yes","yes","yes","yes","yes","No"," Control",1514,"Yes",27252,2,21,0.2857143,1,64,0
"257075","male",1941,"yes","yes","yes","yes","no","Yes"," Control",7482,"No",134664,2,21,0.3333333,0.8571429,65,0
"109754","female",1951,"yes","yes","yes","no","no","No"," Control",3159,"No",56857,2,21,0.047619,0.9047619,55,0
"111425","male",1948,"yes","yes","yes","yes","no","No"," Neighbors",3207,"Yes",57725,3,21,0.047619,0.952381,58,1
"55396","male",1963,"yes","no","yes","no","no","Yes"," Control",1600,"No",28798,2,21,0.3333333,1,43,0
"273918","female",1985,"no","no","yes","no","no","No"," Neighbors",7961,"No",143285,3,21,0.047619,0.7619048,21,1
"246648","male",1976,"yes","yes","yes","no","yes","Yes"," Control",7179,"Yes",129217,2,21,0.4285714,1,30,0
"236198","female",1942,"yes","yes","yes","no","no","Yes"," Control",6884,"No",123909,2,21,0.3809524,0.7142857,64,0
"777","female",1965,"yes","yes","yes","no","yes","No"," Control",24,"Yes",429,2,21,0.2380952,0.8571429,41,0
"87949","male",1985,"no","no","yes","no","no","Yes"," Control",2533,"Yes",45580,4,21,0.5238096,0.952381,21,0
"193850","male",1957,"yes","yes","yes","yes","no","Yes"," Control",5627,"No",101273,2,21,0.6190476,0.952381,49,0
"93110","female",1976,"yes","yes","yes","no","no","No"," Neighbors",2683,"Yes",48283,4,21,0.4285714,1,30,1
"158951","female",1935,"yes","yes","yes","no","no","No"," Control",4605,"No",82890,2,21,0.2857143,0.8571429,71,0
"278293","male",1985,"no","no","yes","no","no","No"," Neighbors",8084,"No",145496,3,21,0.1428571,0.8571429,21,1
"338368","male",1924,"yes","no","yes","yes","no","Yes"," Control",9824,"Yes",176815,2,21,0.4285714,0.7619048,82,0
"47421","female",1986,"no","no","yes","no","no","No"," Control",1371,"No",24669,4,21,0,0.952381,20,0
"297696","female",1982,"yes","yes","yes","no","no","Yes"," Control",8626,"No",155256,2,21,0.2380952,0.9047619,24,0
"277431","male",1925,"yes","yes","yes","no","yes","Yes"," Control",8060,"No",145066,1,21,0.047619,0.5238096,81,0
"80774","female",1960,"yes","no","yes","no","no","No"," Control",2325,"No",41836,2,21,0.4761905,0.952381,46,0
"84772","male",1951,"yes","yes","yes","no","yes","No"," Neighbors",2440,"Yes",43906,1,21,0.7142857,0.952381,55,1
"103140","female",1964,"yes","yes","yes","no","no","No"," Control",2968,"No",53415,2,21,0.1904762,1,42,0
"218964","male",1959,"yes","yes","yes","no","no","Yes"," Control",6373,"No",114700,2,21,0.2857143,0.8095238,47,0
"291792","male",1937,"yes","yes","yes","yes","no","No"," Control",8454,"No",152165,1,21,0.2857143,0.952381,69,0
"26822","male",1945,"no","yes","yes","no","yes","Yes"," Control",785,"No",14117,2,21,0.6190476,1,61,0
"314523","male",1985,"no","no","yes","no","no","No"," Control",9108,"No",163936,3,21,0.2380952,0.9047619,21,0
"195601","male",1937,"yes","yes","yes","yes","no","No"," Control",5679,"Yes",102212,2,21,0.3333333,1,69,0
"147886","female",1967,"yes","yes","yes","yes","no","No"," Control",4277,"Yes",76970,2,21,0.4285714,0.9047619,39,0
"247421","male",1960,"yes","yes","yes","no","no","Yes"," Control",7200,"No",129594,2,21,0.4761905,1,46,0
"119642","male",1940,"yes","yes","yes","yes","no","Yes"," Control",3447,"Yes",62035,2,21,0.4761905,1,66,0
"179284","male",1968,"yes","yes","yes","no","no","Yes"," Neighbors",5201,"No",93611,2,21,0.4285714,0.8571429,38,1
"188987","female",1966,"yes","yes","yes","yes","yes","No"," Control",5486,"Yes",98738,2,21,0.2380952,1,40,0
"208313","female",1931,"yes","yes","yes","yes","no","Yes"," Neighbors",6060,"No",109067,1,21,0.1428571,1,75,1
"77492","female",1951,"yes","yes","yes","yes","no","No"," Control",2233,"No",40192,3,21,0.1904762,0.952381,55,0
"144020","male",1942,"yes","yes","yes","no","no","No"," Control",4163,"No",74923,2,21,0.3809524,1,64,0
"29956","male",1942,"yes","yes","yes","no","no","No"," Control",871,"Yes",15675,1,21,0.3809524,0.952381,64,0
"196986","female",1919,"yes","yes","yes","no","yes","No"," Control",5719,"No",102929,1,21,0.2380952,0.952381,87,0
"41662","female",1962,"yes","yes","yes","yes","yes","No"," Control",1207,"No",21726,2,21,0.5238096,1,44,0
"62115","male",1960,"yes","yes","yes","yes","yes","No"," Control",1791,"Yes",32221,3,21,0.0952381,0.952381,46,0
"203317","female",1924,"yes","yes","yes","no","no","No"," Control",5908,"No",106338,1,21,0.3809524,0.9047619,82,0
"323720","male",1960,"yes","yes","yes","no","no","Yes"," Control",9374,"No",168724,2,21,0.3809524,0.8571429,46,0
"329665","male",1943,"yes","yes","yes","no","no","No"," Control",9558,"No",172032,1,21,0.5714286,1,63,0
"324792","female",1955,"yes","no","yes","no","no","No"," Neighbors",9408,"No",169331,3,21,0.3809524,0.8571429,51,1
"183084","male",1964,"yes","yes","yes","no","no","No"," Control",5312,"Yes",95603,2,21,0.2380952,0.9047619,42,0
"304125","female",1934,"no","no","yes","no","no","No"," Control",8809,"No",158550,2,21,0.3809524,0.9047619,72,0
"123513","female",1942,"yes","yes","yes","no","yes","No"," Control",3559,"No",64059,2,21,0.0952381,0.9047619,64,0
"306468","male",1942,"yes","yes","yes","yes","no","Yes"," Control",8877,"No",159770,2,21,0.5238096,1,64,0
"105016","female",1970,"yes","yes","yes","no","yes","No"," Neighbors",3022,"No",54385,2,21,0.2857143,0.952381,36,1
"84396","female",1946,"yes","yes","yes","no","no","No"," Control",2427,"No",43684,2,21,0.0952381,0.8571429,60,0
"322122","female",1957,"yes","yes","yes","yes","yes","Yes"," Control",9325,"No",167838,2,21,0.4285714,0.9047619,49,0
"160336","male",1942,"yes","yes","yes","yes","no","No"," Control",4648,"No",83648,2,21,0.1904762,0.952381,64,0
"113167","female",1950,"yes","yes","yes","no","yes","No"," Control",3259,"No",58649,2,21,0.3809524,0.8571429,56,0
"284524","female",1955,"yes","yes","yes","no","yes","No"," Control",8249,"No",148482,2,21,0.4285714,0.952381,51,0
"99999","male",1958,"yes","yes","yes","no","yes","No"," Control",2879,"No",51819,3,21,0.1428571,1,48,0
"128037","male",1957,"yes","yes","yes","yes","no","Yes"," Control",3692,"No",66446,2,20,0.65,1,49,0
"308281","male",1924,"yes","yes","yes","no","yes","No"," Control",8929,"No",160715,3,21,0.1904762,1,82,0
"281547","male",1984,"no","yes","yes","no","no","No"," Neighbors",8172,"No",147095,4,21,0.0952381,1,22,1
"216011","female",1985,"no","no","yes","no","no","No"," Control",6285,"No",113118,3,21,0.047619,0.9047619,21,0
"307846","male",1931,"yes","yes","yes","no","no","Yes"," Control",8916,"Yes",160487,2,21,0.6190476,0.952381,75,0
"77432","female",1958,"yes","yes","yes","yes","no","Yes"," Control",2232,"Yes",40163,4,21,0.2380952,0.952381,48,0
"326611","male",1958,"yes","yes","yes","no","yes","No"," Control",9465,"No",170359,2,21,0,0.8095238,48,0
"335955","male",1937,"yes","yes","yes","yes","no","Yes"," Control",9748,"Yes",175453,2,21,0.2380952,0.9047619,69,0
"140598","male",1976,"yes","yes","yes","no","yes","No"," Control",4059,"Yes",73046,2,21,0.1428571,0.8571429,30,0
"203435","female",1969,"yes","yes","yes","no","yes","No"," Neighbors",5912,"No",106407,1,21,0.3809524,1,37,1
"53267","female",1979,"no","no","yes","no","no","No"," Control",1538,"No",27667,4,21,0.1428571,1,27,0
"54420","male",1964,"yes","yes","yes","no","yes","No"," Control",1572,"Yes",28283,2,21,0.1428571,1,42,0
"319456","male",1983,"no","yes","yes","no","no","Yes"," Control",9246,"No",166417,4,21,0.5238096,1,23,0
"208962","male",1942,"yes","yes","yes","yes","yes","Yes"," Control",6078,"Yes",109397,2,21,0.2857143,0.9047619,64,0
"283027","male",1960,"yes","yes","yes","yes","no","No"," Control",8210,"No",147775,3,21,0.1428571,0.952381,46,0
"326095","female",1962,"yes","yes","yes","no","no","Yes"," Neighbors",9449,"Yes",170074,2,21,0.4761905,0.9047619,44,1
"36476","male",1981,"yes","yes","yes","no","yes","No"," Neighbors",1058,"No",19042,3,21,0.2857143,0.952381,25,1
"76061","male",1983,"no","no","yes","no","no","No"," Control",2193,"No",39457,4,21,0.2857143,0.952381,23,0
"277483","female",1961,"no","yes","yes","no","no","No"," Control",8061,"Yes",145091,2,21,0.2380952,0.8571429,45,0
"184959","male",1939,"yes","yes","yes","no","no","No"," Control",5367,"No",96599,2,21,0.0952381,0.8571429,67,0
"342895","male",1956,"yes","yes","yes","yes","yes","No"," Neighbors",9963,"No",179327,2,21,0.2380952,0.952381,50,1
"62707","male",1982,"yes","yes","yes","no","yes","No"," Control",1807,"No",32521,3,21,0.3809524,0.952381,24,0
"288514","female",1961,"yes","no","yes","yes","yes","No"," Control",8359,"Yes",150451,2,21,0.1904762,1,45,0
"257364","female",1959,"yes","yes","yes","no","no","No"," Control",7490,"No",134812,2,21,0.2380952,0.8571429,47,0
"312197","male",1959,"yes","no","yes","no","no","Yes"," Control",9044,"No",162782,2,21,0.5714286,0.9047619,47,0
"301483","male",1944,"yes","yes","yes","no","no","Yes"," Control",8729,"No",157115,2,21,0.5714286,0.8571429,62,0
"341316","female",1961,"yes","yes","yes","no","yes","Yes"," Neighbors",9914,"No",178446,1,21,0.5714286,0.8571429,45,1
"134745","male",1956,"yes","yes","yes","no","no","No"," Control",3889,"Yes",69997,2,21,0.3333333,0.952381,50,0
"73708","male",1954,"yes","yes","yes","no","yes","No"," Control",2124,"No",38218,1,21,0.1904762,0.952381,52,0
"36553","female",1986,"no","no","yes","no","no","No"," Control",1060,"No",19077,2,21,0.2857143,0.952381,20,0
"203703","female",1951,"no","no","yes","no","no","Yes"," Neighbors",5920,"No",106551,1,21,0.2380952,0.8571429,55,1
"45170","female",1954,"yes","yes","yes","no","yes","No"," Control",1308,"No",23536,3,21,0,1,52,0
"27035","female",1951,"no","yes","yes","no","yes","Yes"," Neighbors",790,"Yes",14219,1,21,0.0952381,0.952381,55,1
"85648","male",1961,"yes","no","yes","yes","no","No"," Control",2465,"No",44359,2,21,0.4285714,1,45,0
"111533","male",1959,"yes","yes","yes","no","no","Yes"," Control",3211,"No",57783,3,21,0.3333333,0.952381,47,0
"302792","male",1940,"yes","yes","yes","no","yes","Yes"," Neighbors",8767,"No",157804,2,21,0.6666667,1,66,1
"316861","female",1963,"yes","yes","yes","no","yes","No"," Neighbors",9173,"Yes",165100,2,21,0,0.952381,43,1
"189004","male",1955,"yes","yes","yes","no","yes","No"," Control",5486,"Yes",98747,3,21,0.3809524,0.952381,51,0
"275760","male",1950,"yes","yes","yes","no","no","Yes"," Control",8013,"No",144227,1,21,0.2857143,1,56,0
"219130","male",1956,"yes","yes","yes","no","no","No"," Control",6378,"No",114788,3,21,0.2857143,1,50,0
"6022","female",1940,"yes","yes","yes","yes","no","Yes"," Control",179,"No",3215,1,21,0.3809524,0.952381,66,0
"7131","male",1983,"no","no","yes","no","no","No"," Control",210,"No",3779,4,21,0.1428571,1,23,0
"24370","male",1953,"yes","yes","yes","no","yes","Yes"," Control",717,"Yes",12899,2,21,0.5238096,0.9047619,53,0
"132111","female",1985,"no","no","yes","no","no","No"," Neighbors",3812,"No",68603,7,21,0.3333333,1,21,1
"268015","female",1947,"no","no","yes","no","no","No"," Neighbors",7796,"No",140326,3,21,0,0.8571429,59,1
"256869","male",1961,"yes","yes","yes","no","yes","No"," Control",7476,"No",134551,2,21,0.1428571,1,45,0
"5129","female",1955,"yes","yes","yes","no","yes","Yes"," Neighbors",153,"Yes",2738,3,21,0.0952381,0.9047619,51,1
"132856","female",1941,"yes","yes","yes","no","no","No"," Neighbors",3833,"No",68989,2,21,0.2380952,0.9047619,65,1
"183337","female",1978,"yes","yes","yes","yes","yes","Yes"," Neighbors",5319,"No",95734,2,21,0.1428571,0.7619048,28,1
"296300","female",1959,"yes","yes","yes","no","no","No"," Control",8586,"No",154541,2,21,0.047619,0.952381,47,0
"32400","male",1968,"yes","yes","yes","no","no","No"," Control",942,"No",16945,2,21,0.3809524,1,38,0
"292913","male",1953,"yes","yes","yes","yes","yes","No"," Control",8486,"Yes",152735,2,19,0.0526316,1,53,0
"262849","female",1968,"yes","no","yes","yes","no","No"," Control",7647,"No",137640,2,21,0.047619,0.952381,38,0
"309482","male",1946,"yes","yes","yes","yes","yes","No"," Control",8962,"No",161315,2,21,0.5238096,0.9047619,60,0
"216723","male",1951,"yes","yes","yes","no","yes","No"," Control",6306,"No",113502,2,21,0.3333333,0.952381,55,0
"340568","female",1949,"yes","yes","yes","no","yes","Yes"," Control",9891,"Yes",178032,2,21,0.3809524,0.8571429,57,0
"204975","female",1929,"yes","yes","yes","no","no","Yes"," Control",5958,"No",107239,2,21,0.4285714,0.8571429,77,0
"156135","female",1966,"yes","no","yes","no","no","Yes"," Control",4521,"No",81374,2,21,0.4761905,1,40,0
"255303","female",1956,"yes","yes","yes","no","no","Yes"," Control",7428,"Yes",133689,2,21,0.5714286,0.952381,50,0
"189981","female",1955,"yes","yes","yes","yes","no","No"," Control",5515,"No",99268,2,21,0.2380952,0.8571429,51,0
"246035","female",1976,"yes","yes","yes","no","no","No"," Neighbors",7162,"No",128904,3,21,0.3333333,0.8571429,30,1
"249151","male",1955,"yes","no","yes","no","no","Yes"," Neighbors",7250,"Yes",130497,3,21,0.1904762,0.8571429,51,1
"212868","male",1955,"yes","yes","yes","yes","yes","Yes"," Control",6193,"Yes",111458,4,21,0.5238096,0.9047619,51,0
"18169","male",1982,"no","no","yes","no","no","No"," Control",532,"No",9569,3,21,0.1428571,0.9047619,24,0
"310053","female",1967,"yes","yes","yes","no","no","Yes"," Control",8979,"No",161612,1,21,0.3809524,0.8095238,39,0
"300009","male",1955,"yes","yes","yes","no","no","No"," Control",8686,"No",156347,2,21,0.1428571,0.952381,51,0
"173283","male",1943,"no","yes","yes","no","no","No"," Control",5023,"No",90399,2,21,0.1428571,0.952381,63,0
"306992","female",1958,"yes","yes","yes","yes","no","No"," Neighbors",8892,"No",160050,2,21,0.6190476,0.952381,48,1
"55550","male",1955,"yes","no","yes","no","yes","No"," Neighbors",1604,"No",28872,2,18,0.4444444,1,51,1
"280461","male",1946,"yes","yes","yes","no","no","No"," Neighbors",8144,"No",146582,3,21,0.2380952,1,60,1
"217805","female",1969,"yes","yes","yes","no","no","No"," Control",6338,"No",114073,2,21,0.3809524,0.8571429,37,0
"168217","female",1971,"yes","yes","yes","no","yes","Yes"," Control",4877,"Yes",87775,2,21,0.1428571,0.9047619,35,0
"331796","female",1956,"yes","yes","yes","no","yes","Yes"," Control",9623,"Yes",173210,2,21,0.4761905,0.9047619,50,0
"57342","male",1955,"yes","yes","yes","no","no","No"," Neighbors",1656,"No",29807,2,21,0.3333333,1,51,1
"269536","female",1966,"yes","no","yes","no","no","No"," Neighbors",7839,"No",141095,2,21,0.3809524,0.9047619,40,1
"267401","male",1926,"yes","yes","yes","no","no","No"," Control",7778,"No",139999,1,21,0.2857143,1,80,0
"324924","male",1957,"yes","yes","yes","no","no","Yes"," Control",9412,"No",169409,2,21,0.2857143,1,49,0
"32093","male",1946,"no","yes","yes","yes","yes","No"," Control",933,"Yes",16789,2,21,0.1904762,0.9047619,60,0
"2899","female",1951,"yes","yes","yes","yes","no","No"," Control",86,"Yes",1546,2,21,0.047619,0.952381,55,0
"237455","male",1976,"yes","yes","yes","yes","yes","Yes"," Control",6921,"No",124577,1,21,0.3333333,0.9047619,30,0
"138174","female",1951,"yes","yes","yes","no","yes","No"," Control",3988,"Yes",71781,2,21,0.2380952,0.7619048,55,0
"35113","female",1949,"yes","yes","yes","no","no","No"," Control",1019,"No",18340,3,21,0.1428571,0.9047619,57,0
"232516","female",1943,"yes","yes","yes","no","no","Yes"," Control",6773,"Yes",121909,1,21,0.4761905,1,63,0
"331712","male",1945,"yes","yes","yes","no","no","No"," Control",9621,"No",173161,2,21,0.1904762,0.9047619,61,0
"9857","female",1961,"yes","no","yes","no","yes","No"," Control",287,"No",5161,1,21,0.2857143,1,45,0
"23110","female",1957,"yes","yes","yes","no","no","Yes"," Control",681,"No",12246,3,21,0.4285714,0.9047619,49,0
"125882","male",1982,"yes","yes","yes","no","yes","Yes"," Neighbors",3629,"Yes",65308,4,21,0.1904762,0.8095238,24,1
"257505","female",1959,"yes","yes","yes","yes","no","Yes"," Control",7494,"No",134884,2,21,0.5238096,1,47,0
"90698","male",1967,"yes","yes","yes","no","no","No"," Neighbors",2614,"No",47039,2,21,0.2857143,0.952381,39,1
"321524","male",1952,"yes","yes","yes","yes","no","Yes"," Neighbors",9307,"No",167513,2,21,0.3333333,0.8571429,54,1
"296910","female",1958,"yes","yes","yes","no","no","Yes"," Neighbors",8603,"Yes",154843,2,21,0.1904762,0.7619048,48,1
"232430","female",1937,"yes","yes","yes","yes","yes","No"," Control",6771,"Yes",121864,2,21,0.2380952,0.8095238,69,0
"310690","female",1965,"yes","yes","yes","no","no","Yes"," Control",8999,"No",161977,2,21,0.7142857,1,41,0
"68123","male",1962,"yes","yes","yes","yes","no","No"," Control",1964,"No",35340,2,21,0.0952381,0.952381,44,0
"46056","female",1947,"yes","yes","yes","yes","yes","Yes"," Control",1333,"Yes",23977,2,21,0.2857143,0.8095238,59,0
"166269","female",1949,"yes","yes","yes","no","yes","No"," Control",4820,"No",86754,2,21,0.5238096,0.9047619,57,0
"39741","male",1961,"yes","yes","yes","no","no","Yes"," Control",1152,"Yes",20722,2,21,0.4285714,1,45,0
"1667","male",1963,"no","yes","yes","yes","yes","No"," Control",49,"No",882,1,21,0.2857143,0.9047619,43,0
"24914","male",1955,"yes","yes","yes","no","no","No"," Control",732,"No",13172,2,21,0.1904762,1,51,0
"338841","female",1966,"yes","yes","yes","no","no","No"," Control",9838,"No",177080,2,21,0.1428571,1,40,0
"198473","female",1945,"yes","yes","yes","no","no","Yes"," Control",5764,"No",103742,2,21,0.5238096,0.9047619,61,0
"213424","male",1964,"yes","yes","yes","yes","yes","Yes"," Control",6209,"No",111761,2,21,0.3333333,0.952381,42,0
"225318","female",1945,"yes","yes","yes","no","no","No"," Control",6559,"No",118050,2,20,0.55,1,61,0
"70661","female",1946,"yes","no","yes","no","yes","No"," Control",2037,"No",36657,3,21,0.2857143,0.9047619,60,0
"195614","female",1951,"yes","yes","yes","no","no","Yes"," Control",5679,"Yes",102218,2,21,0.2857143,0.952381,55,0
"278862","male",1949,"yes","no","yes","no","yes","No"," Control",8099,"No",145770,2,21,0.2380952,0.952381,57,0
"194836","female",1965,"yes","yes","yes","no","yes","Yes"," Control",5656,"No",101802,1,21,0.3809524,1,41,0
"125872","female",1961,"yes","yes","yes","yes","yes","No"," Control",3628,"No",65304,1,21,0.1428571,0.7619048,45,0
"213986","female",1933,"yes","yes","yes","no","no","No"," Control",6226,"No",112051,2,21,0.4285714,0.952381,73,0
"241206","female",1986,"no","no","yes","no","no","Yes"," Control",7026,"No",126461,5,21,0.6190476,1,20,0
"80161","male",1957,"yes","yes","yes","no","yes","Yes"," Control",2307,"Yes",41515,2,21,0.2380952,0.952381,49,0
"2374","male",1958,"yes","yes","yes","yes","no","No"," Control",71,"No",1264,2,21,0.1428571,0.9047619,48,0
"321630","female",1967,"yes","yes","yes","no","yes","Yes"," Control",9310,"Yes",167572,2,21,0.2380952,0.8095238,39,0
"5611","male",1942,"yes","yes","yes","yes","yes","Yes"," Control",167,"Yes",2996,2,21,0.6190476,1,64,0
"282029","female",1958,"yes","yes","yes","yes","no","No"," Control",8185,"Yes",147315,2,21,0.4285714,1,48,0
