"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"13000",1028948656784930944,"https://www.airbnb.com/rooms/1028948656784930906","2 Bdrm Condo in Heart of Austin",56490293,"Sean","2016-01-28","100%","t","76%",86,"['email', 'phone', 'work_email']","t",78701,30.27061,-97.7474,"Entire rental unit","Entire home/apt",2,2,3,263,"t",5,5,5,5,5,5,5,0.37
"13001",1042144493921774848,"https://www.airbnb.com/rooms/1042144493921774800","(Midterm) Poolside Oasis/ Hottub/ Arcade/ Theater",538630831,"Ally","2023-09-24","100%","t","100%",4,"['email', 'phone', 'work_email']","t",78717,30.4929890558742,-97.7399354367056,"Entire home","Entire home/apt",3,5,0,441,"t",5,5,5,5,5,5,5,0.28
"13002",1036995379462919296,"https://www.airbnb.com/rooms/1036995379462919267","Cozy Bed In South Austin",20522731,"Norense","2014-08-25","100%","f","81%",3,"['email', 'phone']","t",78745,30.18982,-97.78961,"Private room in home","Private room",1,1,0,56,"t",5,4.75,5,5,5,5,4.75,0.61
"13003",1028952883391591936,"https://www.airbnb.com/rooms/1028952883391592000","Studio Condo in Heart of Austin",56490293,"Sean","2016-01-28","100%","t","76%",86,"['email', 'phone', 'work_email']","t",78701,30.2711461022645,-97.7480878718757,"Entire rental unit","Entire home/apt",1,0,2,205,"t",5,5,5,4,5,5,5,0.58
"13004",1037007054090781184,"https://www.airbnb.com/rooms/1037007054090781162","Remodeled duplex w modern kitchen, great patio.",90532120,"Nikki","2016-08-17","N/A","f","N/A",6,"['email', 'phone']","t",78704,30.24556,-97.7851,"Entire home","Entire home/apt",1,2,2,168,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13005",1042655361983956480,"https://www.airbnb.com/rooms/1042655361983956427","Pet Friendly Hill country home w/urban convenience",9268885,"Julie And Tony","2013-10-06","100%","t","100%",3,"['email', 'phone', 'work_email']","t",78734,30.3800626710349,-97.9227335364034,"Entire home","Entire home/apt",2,3,3,156,"t",5,5,4.86,5,5,4.86,4.86,2.16
"13006",1042656178473691392,"https://www.airbnb.com/rooms/1042656178473691377","Frog + Lily Pad",16446286,"Jenny","2014-06-06","100%","t","88%",2,"['email', 'phone']","t",78703,30.2829064673574,-97.7588594085019,"Entire home","Entire home/apt",4.5,5,5,3100,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13007",1042715958363404672,"https://www.airbnb.com/rooms/1042715958363404706","Dive Into Our Splashy Oasis | Cowboy Take Me Away",534388950,"Jason","2023-08-28","100%","t","99%",11,"['email', 'phone']","t",78723,30.3180790692574,-97.6969928976057,"Entire townhouse","Entire home/apt",3,5,8,89,"t",4.97,5,4.89,4.97,4.97,4.78,4.92,6.06
"13008",1037311293641604992,"https://www.airbnb.com/rooms/1037311293641604977","Corporate Stay:  Near Airport & Tesla, Fast Wifi",525435494,"Thomas","2023-07-13","100%","t","93%",10,"['email', 'phone']","t",78724,30.2592594078261,-97.5840308809942,"Entire home","Entire home/apt",2,3,3,135,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13009",1029132746717926656,"https://www.airbnb.com/rooms/1029132746717926644","Affordable 1 room/1 bed stay",192099608,"Darwin","2018-05-28","100%","f","100%",1,"['email', 'phone']","t",78721,30.2829880769361,-97.6808214239864,"Private room in home","Private room",1,2,0,84,"t",5,5,5,5,5,5,5,1.73
"13010",1037341033806739840,"https://www.airbnb.com/rooms/1037341033806739887","Heated Pool, Sleeps 14, 2 Miles Downtown!",363203854,"Blue And Bridge","2020-08-18","96%","t","99%",5,"['email', 'phone']","t",78751,30.3023317989703,-97.7176755666733,"Entire home","Entire home/apt",3,4,9,555,"t",4.89,4.78,4.78,5,5,5,5,1.73
"13011",1037714807602552192,"https://www.airbnb.com/rooms/1037714807602552251","Charming Home in Walkable Neighborhood",4290055,"Molly","2012-11-30","100%","f","91%",1,"['email', 'phone']","t",78723,30.2974004043725,-97.7005533653133,"Entire home","Entire home/apt",3,3,2,183,"t",4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.85
"13013",1042852920547009152,"https://www.airbnb.com/rooms/1042852920547009152","Modern, Quiet & Cozy 2BR Getaway / Hot Tub!",478009344,"Austin BNB Management","2022-09-03","100%","t","100%",19,"['email', 'phone']","t",78734,30.3814909694187,-97.9555028165324,"Entire home","Entire home/apt",1,2,2,218,"t",4.92,4.9,4.85,4.97,4.95,4.9,4.9,6.57
"13014",1042855583525423104,"https://www.airbnb.com/rooms/1042855583525423130","Spectacular Lakefront Oasis.",465924157,"Chris","2022-06-24","100%","f","100%",1,"['email', 'phone']","t",78734,30.383411,-97.9577113,"Entire home","Entire home/apt",3.5,3,15,1219,"t",5,5,5,5,5,5,4.83,1.48
"13015",1042858190799854976,"https://www.airbnb.com/rooms/1042858190799855022","Austin City Limits! Great Music - No Limits.",43974992,"Kevin","2015-09-11","100%","f","100%",1,"['email', 'phone']","t",78701,30.2717325,-97.7470601,"Entire condo","Entire home/apt",1,1,2,624,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13016",1038493823039540352,"https://www.airbnb.com/rooms/1038493823039540356","The Upstairs Hide-Out",11050072,"Jay","2014-01-05","100%","f","86%",1,"['phone']","t",78744,30.1803357859083,-97.7608303829678,"Private room in home","Private room",1,1,1,60,"t",5,5,5,5,5,5,5,0.43
"13017",1038503067093652864,"https://www.airbnb.com/rooms/1038503067093652923","Tranquil long stay home",18826567,"Krishna","2014-07-24","100%","t","99%",3,"['email', 'phone', 'work_email']","t",78749,30.206424,-97.8489287,"Entire home","Entire home/apt",2,3,4,200,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13018",1039181124966742528,"https://www.airbnb.com/rooms/1039181124966742470","confortable and neat house! 3 beds 1 bath",549460905,"Betty","2023-12-04","100%","f","100%",1,"['email', 'phone']","t",78748,30.1843570482205,-97.8134317696095,"Entire home","Entire home/apt",1,3,3,135,"t",4.75,4.88,5,5,5,4.63,4.75,2.18
"13019",1043052077846881280,"https://www.airbnb.com/rooms/1043052077846881307","17 beds minutes from DT & 6th St",83837967,"Gunner","2016-07-15","100%","t","100%",2,"['email', 'phone']","t",78702,30.26004,-97.70803,"Entire home","Entire home/apt",2.5,4,13,477,"t",4.43,4.43,4.43,4.71,4.71,4.29,4.43,2.44
"13020",1043057920860278016,"https://www.airbnb.com/rooms/1043057920860277974","Dreamy 2 Home 2 Pool Paradise |  Cowboys + Barbies",534388950,"Jason","2023-08-28","100%","t","99%",11,"['email', 'phone']","t",78723,30.31527,-97.69072,"Entire townhouse","Entire home/apt",6,10,16,178,"t",4.25,4.5,3.75,5,4.75,3.5,4.75,0.75
"13022",1043341678191803008,"https://www.airbnb.com/rooms/1043341678191802981","Camp Kaza",3638285,"Jenifer","2012-09-21","100%","f","56%",2,"['email', 'phone']","t",78745,30.1854118,-97.775957,"Camper/RV","Entire home/apt",1,1,1,90,"t",5,5,5,5,5,5,5,0.53
"13023",1039186796423176320,"https://www.airbnb.com/rooms/1039186796423176355","Private Office/Home Gym/Gigabit",458767476,"Fionn","2022-05-12","90%","t","77%",4,"['email', 'phone']","t",78744,30.1991277750241,-97.7525322104334,"Private room in home","Private room",1,1,1,78,"t",5,5,5,5,5,5,5,0.76
"13024",1029268706161446912,"https://www.airbnb.com/rooms/1029268706161446896","Lux Group Retreat w Hot Tub and Pool, mins to DT",39215647,"Alex","2015-07-22","100%","t","98%",1,"['email', 'phone']","t",78741,30.2377029082891,-97.7332320994823,"Entire home","Entire home/apt",3,6,9,478,"t",4.96,5,5,4.96,5,4.96,4.96,4.83
"13025",1039244893677371776,"https://www.airbnb.com/rooms/1039244893677371752","Designer family-friendly house 4/5 bedroom + pool",3274004,"Sara","2012-08-15","100%","f","N/A",1,"['email', 'phone']","t",78759,30.38533,-97.75675,"Entire home","Entire home/apt",3,5,6,770,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13026",1039276072771109504,"https://www.airbnb.com/rooms/1039276072771109547","3|2 new house close to DT",7363313,"Macy","2013-07-08","100%","t","92%",11,"['email', 'phone']","t",78754,30.360289,-97.6631869,"Entire home","Entire home/apt",2,3,0,175,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13027",1043476396682738176,"https://www.airbnb.com/rooms/1043476396682738207","Central Austin Home | 12 mins to Downtown ATX",420725,"Medora","2011-03-03","100%","t","98%",3,"['email', 'phone']","t",78757,30.34205,-97.73035,"Entire home","Entire home/apt",1,2,2,125,"t",4.55,4.64,4.36,5,4.91,4.91,4.45,2
"13028",1043521751369692288,"https://www.airbnb.com/rooms/1043521751369692233","Austin Tree Nest",528503439,"Henry","2023-07-28","100%","t","100%",6,"['email', 'phone']","f",78741,30.2250339427713,-97.7252796292305,"Entire rental unit","Entire home/apt",1,1,1,70,"t",4.95,4.86,4.76,4.86,4.95,4.62,4.76,3.71
"13029",1029285223569682176,"https://www.airbnb.com/rooms/1029285223569682207","Downtown Gem-5 min from Rainey",167276350,"Tyler","2018-01-11","100%","f","98%",7,"['email', 'phone']","t",78703,30.30012,-97.75784,"Entire home","Entire home/apt",3,4,8,265,"t",4.33,4.33,4,4.89,4.78,4.44,4.11,1.58
"13030",1043732875022007552,"https://www.airbnb.com/rooms/1043732875022007495","Chic Serene SoLa comfy 1BR king suite w/ parking",35817561,"Jen And Steven","2015-06-14","100%","t","100%",88,"['email', 'phone']","t",78704,30.25043,-97.77247,"Entire rental unit","Entire home/apt",1,1,1,54,"t",4.65,4.71,4.82,4.76,4.71,4.76,4.53,2.8
"13031",1039283681987055616,"https://www.airbnb.com/rooms/1039283681987055580","Peaceful Getaway in North Austin",328223296,"Olusegun","2020-01-16","100%","t","63%",3,"['email', 'phone']","t",78754,30.4018814329392,-97.6393420684138,"Entire rental unit","Entire home/apt",2,2,2,135,"t",4.8,4.87,4.73,4.87,5,4.8,4.67,2.63
"13032",1039310332050709120,"https://www.airbnb.com/rooms/1039310332050709120","Luxury Master Bedroom-Austin",328223296,"Olusegun","2020-01-16","100%","t","63%",3,"['email', 'phone']","t",78754,30.4016328524647,-97.6398287877755,"Private room in rental unit","Private room",1,1,0,100,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13033",1029298316711706112,"https://www.airbnb.com/rooms/1029298316711706079","2 BR suite Downtown Austin w/ parking available",356690,"LaToya","2011-01-21","100%","t","14%",111,"['email', 'phone']","t",78701,30.2717325,-97.7470601,"Entire condo","Entire home/apt",2,2,3,509,"t",5,5,5,5,5,5,5,0.38
"13034",1043837969117554944,"https://www.airbnb.com/rooms/1043837969117554884","Modern loft apt just blocks to Downtown & SOCO",1888927,"Jeffrey","2012-03-09","100%","f","90%",2,"['email', 'phone', 'work_email']","t",78704,30.2369813741318,-97.7455367020635,"Entire rental unit","Entire home/apt",1.5,1,0,169,"t",5,5,5,5,5,5,5,0.56
"13035",1029685358559230080,"https://www.airbnb.com/rooms/1029685358559230054","East Austin Oasis",24516340,"Alex","2014-12-05","93%","f","99%",20,"['email', 'phone']","t",78702,30.2575504034388,-97.7016591153442,"Entire home","Entire home/apt",3,4,10,249,"t",4.29,4,4.14,4.57,4.29,4,4.43,1.06
"13036",1044139197223894272,"https://www.airbnb.com/rooms/1044139197223894248","2023 New Construction House w/Pool Mins From DT",6037067,"Mali'S Theme","2013-04-22","79%","t","77%",7,"['email', 'phone', 'work_email']","t",78745,30.2102494,-97.7667321,"Entire home","Entire home/apt",3,5,8,456,"t",5,5,5,5,4.93,4.87,5,2.84
"13037",1039382536284943872,"https://www.airbnb.com/rooms/1039382536284943841","Austin Peaceful Getaway",328223296,"Olusegun","2020-01-16","100%","t","63%",3,"['email', 'phone']","t",78754,30.40145,-97.63778,"Private room in rental unit","Private room",1,1,1,70,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13038",1029764458748198400,"https://www.airbnb.com/rooms/1029764458748198457","Huge master bedroom w/ a vibe!",5404153,"Juls","2013-03-10","100%","t","92%",4,"['email', 'phone', 'work_email']","t",78736,30.2346003200273,-97.8945862074682,"Private room in home","Private room",1,1,1,144,"t",5,5,5,5,5,5,4,0.44
"13039",1039707913314936576,"https://www.airbnb.com/rooms/1039707913314936567","Blueground | E Austin,  gym, deck & airport access",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",2,2,2,150,"t",4.5,5,5,5,4,5,5,0.39
"13040",1044214132525145728,"https://www.airbnb.com/rooms/1044214132525145747","Locale Bouldin Creek | 2-Bedroom Townhome",239175383,"Locale","2019-01-26","100%","f","99%",48,"['email', 'phone']","t",78704,30.2556316,-97.7523442,"Entire townhouse","Entire home/apt",1.5,2,2,162,"t",4.5,5,4.83,4.33,4.17,5,4.33,1.15
"13041",1044218835904904320,"https://www.airbnb.com/rooms/1044218835904904309","Conveniently Located-Charming Tiny Cabin-Oak Hill!",26066438,"Derek","2015-01-13","100%","t","98%",10,"['email', 'phone']","t",78736,30.25031,-97.92069,"Entire cabin","Entire home/apt",1,1,1,95,"t",5,5,4.75,5,5,5,5,1.2
"13042",1029765649672746624,"https://www.airbnb.com/rooms/1029765649672746562","Stylish Austin townhome! King Suite | Full Kitchen",470297019,"Jayne","2022-07-19","100%","f","98%",6,"['email', 'phone']","t",78723,30.2996498,-97.6979156,"Entire home","Entire home/apt",2.5,3,4,188,"t",4.77,4.69,4.92,5,5,4.92,4.77,3.33
"13043",1044224029873051904,"https://www.airbnb.com/rooms/1044224029873051864","Modern 3/3 Condo, Sleeps 8+, 5 min from Domain Q2",116379249,"Ashley","2017-02-14","100%","t","97%",1,"['email', 'phone']","t",78758,30.3823,-97.69886,"Entire townhouse","Entire home/apt",3.5,3,7,199,"t",5,5,5,5,5,4.92,5,3.13
"13044",1039770152642850176,"https://www.airbnb.com/rooms/1039770152642850235","Suite with balcony facing rooftop bar",544604226,"South Congress Hotel","2023-11-02","100%","f","67%",3,"['email', 'phone']","t",78704,30.2474063,-97.7500822,"Room in hotel","Private room",1,1,NA,297,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13045",1039813683057091968,"https://www.airbnb.com/rooms/1039813683057091966","Studio Apt in ATX by UT/Downtown",276920863,"Susana","2019-07-17","99%","f","100%",51,"['email', 'phone']","t",78705,30.29096,-97.7478,"Entire rental unit","Entire home/apt",1,0,1,41,"t",4.8,5,4.9,4.9,5,4.7,4.7,1.6
"13046",1029875346059959168,"https://www.airbnb.com/rooms/1029875346059959190","South Austin Modern Home.Great for Long Term Stays",115014342,"Tony","2017-02-05","100%","t","96%",3,"['email', 'phone']","t",78745,30.19951,-97.80382,"Entire home","Entire home/apt",1,3,4,129,"t",4.91,5,5,5,5,4.73,4.82,1.59
"13047",1039818329454903424,"https://www.airbnb.com/rooms/1039818329454903391","Luna Tulum",386635643,"Noah","2021-01-30","96%","f","98%",6,"['email', 'phone']","t",78704,30.2535329578283,-97.7473657137547,"Entire condo","Entire home/apt",1,1,1,134,"t",4.53,4.74,4.76,4.5,4.65,4.91,4.56,5.31
"13048",1039828978729051648,"https://www.airbnb.com/rooms/1039828978729051590","Charming 2BR Home Near Downtown & Airport A",5834228,"Leo","2013-04-08","99%","t","99%",38,"['email', 'phone', 'work_email']","t",78744,30.19214,-97.70133,"Entire home","Entire home/apt",1,2,3,97,"t",5,4.89,4.89,4.89,5,4.78,5,1.58
"13049",1044225336413190656,"https://www.airbnb.com/rooms/1044225336413190645","Locale Bouldin Creek | Spacious Townhome - 3 Beds",239175383,"Locale","2019-01-26","100%","f","99%",48,"['email', 'phone']","t",78704,30.2556316,-97.7523442,"Entire townhouse","Entire home/apt",1.5,2,3,152,"t",4.78,4.89,5,4.89,4.89,4.78,4.78,2.37
"13051",1029905345329630592,"https://www.airbnb.com/rooms/1029905345329630603","Luxurious 2BR+Resort Style Pool | 5 min to Domain",546029063,"Coralstone","2023-11-11","99%","t","99%",8,"['email', 'phone']","t",78728,30.4622427731999,-97.6960382935205,"Entire rental unit","Entire home/apt",2,2,3,137,"t",4.77,4.73,4.8,4.93,4.97,4.77,4.8,6
"13052",1044228740901463040,"https://www.airbnb.com/rooms/1044228740901463064","Stylish Retreat - Conveniently Near Airpt & DT",277476737,"LeAn","2019-07-19","100%","t","93%",9,"['phone', 'work_email']","t",78741,30.23438,-97.6994,"Entire home","Entire home/apt",1,2,4,79,"t",5,5,5,5,5,4.5,5,0.76
"13053",1029984897282334208,"https://www.airbnb.com/rooms/1029984897282334249","Bombay Suite Near Airport",117030299,"Sydney","2017-02-18","97%","t","100%",4,"['email', 'phone']","t",78741,30.22075,-97.70569,"Entire rental unit","Entire home/apt",1,1,0,79,"t",4.43,4.43,4.71,4.71,5,4.71,4.29,1.24
"13054",1044229043012524160,"https://www.airbnb.com/rooms/1044229043012524171","Luxury Designers Loft Near DT & Airport",277476737,"LeAn","2019-07-19","100%","t","93%",9,"['phone', 'work_email']","t",78741,30.23443,-97.70124,"Entire home","Entire home/apt",1,2,3,79,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13055",1039837763643763840,"https://www.airbnb.com/rooms/1039837763643763821","1x1 Apt in ATX by UT/S. Lamar!",276920863,"Susana","2019-07-17","99%","f","100%",51,"['email', 'phone']","t",78705,30.29193,-97.74783,"Entire rental unit","Entire home/apt",1,1,2,45,"t",4.44,4.5,4,4.31,4.56,4.69,4.38,2.77
"13056",1030023391119312256,"https://www.airbnb.com/rooms/1030023391119312277","1 BR suite Downtown Austin w/ parking available",356690,"LaToya","2011-01-21","100%","t","14%",111,"['email', 'phone']","t",78701,30.2717325,-97.7470601,"Entire condo","Entire home/apt",1,1,2,393,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13057",1039880147610128512,"https://www.airbnb.com/rooms/1039880147610128498","Studio ATX Apt by S. Lamar & UT!",276920863,"Susana","2019-07-17","99%","f","100%",51,"['email', 'phone']","t",78705,30.2903,-97.74998,"Entire rental unit","Entire home/apt",1,1,2,43,"t",4.09,4.45,4.45,4.45,4.18,4.91,4.27,1.83
"13058",1044229167565019904,"https://www.airbnb.com/rooms/1044229167565019865","Charming Cozy Retreat with Garage -Near Airpt & DT",277476737,"LeAn","2019-07-19","100%","t","93%",9,"['phone', 'work_email']","t",78741,30.2347523339691,-97.7001900141662,"Entire home","Entire home/apt",1,1,2,74,"t",4.33,4.33,5,5,5,4.33,4.67,0.53
"13059",1030347910298990208,"https://www.airbnb.com/rooms/1030347910298990155","Free $100 | 2K&2Q Beds | Close Q2 and Domain | Pet",94040891,"Monica","2016-09-07","100%","t","99%",8,"['email', 'phone']","t",78758,30.37345,-97.69772,"Entire home","Entire home/apt",3,4,5,236,"t",5,4.93,4.93,5,5,4.67,5,2.71
"13060",1044229551088284032,"https://www.airbnb.com/rooms/1044229551088284077","Cozy Retreat - Central Gem with Proximity to Airpo",277476737,"LeAn","2019-07-19","100%","t","93%",9,"['phone', 'work_email']","t",78741,30.2327664917385,-97.7014853411568,"Entire home","Entire home/apt",2,4,7,159,"t",4.9,4.89,4.89,4.89,4.89,4.56,4.67,1.7
"13061",1044296828356735232,"https://www.airbnb.com/rooms/1044296828356735250","Cheery 6th St Condo With Pool",126494834,"Madison","2017-04-18","100%","t","99%",89,"['email', 'phone']","t",78703,30.27413,-97.76181,"Entire rental unit","Entire home/apt",1,1,2,100,"t",4.93,4.85,4.92,4.96,4.88,4.88,4.81,4.97
"13062",1044299413439620224,"https://www.airbnb.com/rooms/1044299413439620280","Affordable Room | Private Bath | Grit Daily House",370754207,"Serita","2020-10-05","100%","t","97%",38,"['email', 'phone']","t",78702,30.2632408659635,-97.734419599675,"Private room in home","Private room",1,1,1,46,"t",4.35,4.55,4.9,4.75,4.4,3.6,4.35,3.24
"13063",1044332796504611584,"https://www.airbnb.com/rooms/1044332796504611615","Quiet ATX Base, Steps from SoCo",23157822,"Max","2014-10-30","100%","f","91%",1,"['email', 'phone']","t",78704,30.2356233737233,-97.7536926931568,"Entire home","Entire home/apt",1,1,1,111,"t",4.78,4.78,4.61,4.89,4.94,4.83,4.67,4.03
"13064",1044379866018923904,"https://www.airbnb.com/rooms/1044379866018923895","Townhome 3BR Next to UT Austin with private garage 9793",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78705,30.2969384984575,-97.7411682838649,"Entire rental unit","Entire home/apt",3,3,4,148,"t",4.33,4.58,4.33,4.42,4.58,4.58,4.33,2.02
"13065",1044491298047161984,"https://www.airbnb.com/rooms/1044491298047161978","Nature's Retreat Austin Hillside Home 10 Min to DT",151274404,"Gabriela","2017-09-19","100%","t","97%",4,"['email', 'phone']","t",78746,30.3091,-97.79691,"Entire home","Entire home/apt",1.5,2,3,128,"t",4.77,4.77,4.85,5,5,4.69,4.85,2.45
"13066",1044537078757222144,"https://www.airbnb.com/rooms/1044537078757222207","North Central Ranch style house in 78758",1541934,"Margo","2011-12-28","100%","t","60%",7,"['email', 'phone', 'work_email']","t",78758,30.3617980935307,-97.7128786395532,"Entire home","Entire home/apt",2,4,3,168,"t",5,5,5,5,5,5,5,0.32
"13067",1044542573229710592,"https://www.airbnb.com/rooms/1044542573229710602","TINY Cottage in Hudson Bend Road",121976409,"Maggie","2017-03-22","100%","t","100%",1,"['email', 'phone']","t",78734,30.4179067627922,-97.9313115148463,"Entire cabin","Entire home/apt",1,2,2,145,"t",4.83,4.94,4.94,5,4.94,4.83,4.89,3.18
"13068",1.039997958937e+18,"https://www.airbnb.com/rooms/1039997958936995789","Modern Tarrytown Home~5 Minutes to Downtown & UT!",505507310,"Emerson","2023-03-15","100%","t","99%",18,"['email', 'phone']","t",78703,30.2910916657027,-97.7623357267274,"Entire home","Entire home/apt",3,4,4,261,"t",5,5,4.93,5,5,4.87,5,2.94
"13069",1040047848767964800,"https://www.airbnb.com/rooms/1040047848767964845","High Rise with View of Downtown Austin West 6",456995237,"Gee","2022-05-01","100%","f","100%",1,"['email', 'phone']","f",78701,30.2705715,-97.7490675,"Entire rental unit","Entire home/apt",1,1,1,257,"t",4.8,5,4.6,5,5,4.8,5,2.11
"13070",1040240490620403328,"https://www.airbnb.com/rooms/1040240490620403391","Italian linens and complimentary bottle of wine",543586626,"Hotel Viata","2023-10-26","100%","f","77%",4,"['email', 'phone']","t",78746,30.301013,-97.829519,"Room in hotel","Private room",1,1,NA,100,"t",4,4,4.5,4.5,4,3.5,4,0.36
"13071",1040240540239125888,"https://www.airbnb.com/rooms/1040240540239125847","Two double beds with walk-in shower",543586626,"Hotel Viata","2023-10-26","100%","f","77%",4,"['email', 'phone']","t",78746,30.301013,-97.829519,"Room in hotel","Private room",1,1,NA,100,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13072",1040240618441574656,"https://www.airbnb.com/rooms/1040240618441574698","Hill country views from prosecco-ready balcony",543586626,"Hotel Viata","2023-10-26","100%","f","77%",4,"['email', 'phone']","t",78746,30.301013,-97.829519,"Room in hotel","Private room",1,1,NA,100,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13073",1040448194380323584,"https://www.airbnb.com/rooms/1040448194380323632","Modern luxury with penthouse view!",88583915,"William","2016-08-07","100%","f","89%",1,"['email', 'phone', 'work_email']","t",78758,30.4020294457765,-97.7258727326989,"Entire rental unit","Entire home/apt",1,1,1,139,"t",5,5,4.89,5,4.95,4.89,5,3.83
"13074",1030377075085259264,"https://www.airbnb.com/rooms/1030377075085259245","Modern Central East Austin 4BR Gem",11697746,"One Fine BnB","2014-01-27","100%","t","97%",76,"['email', 'phone']","t",78702,30.2726168,-97.7158091,"Entire home","Entire home/apt",3,4,5,203,"t",5,4.87,4.93,5,4.8,4.87,4.8,2.26
"13075",1040545807465123328,"https://www.airbnb.com/rooms/1040545807465123356","HoneyComb House",61341164,"Jasmine","2016-03-03","100%","f","77%",1,"['email', 'phone']","t",78747,30.15201,-97.7398667,"Entire home","Entire home/apt",2.5,3,3,165,"t",5,5,5,5,5,5,5,1.96
"13076",1040583454229152640,"https://www.airbnb.com/rooms/1040583454229152701","South Austin Gem",119200401,"Frida","2017-03-05","N/A","f","50%",1,"['phone']","t",78745,30.1940121318766,-97.8092201730696,"Entire rental unit","Entire home/apt",1,0,1,340,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13077",1044581429834308096,"https://www.airbnb.com/rooms/1044581429834308150","Fully Renovated North ATX Gem near Q2 & the Domain",20242049,"Kristin","2014-08-18","100%","t","100%",2,"['email', 'phone']","t",78758,30.3721988281537,-97.7108566583387,"Entire home","Entire home/apt",2.5,4,5,165,"t",4.5,4.63,4.63,4.63,4.63,4.75,4.5,1.76
"13078",1.044836216533e+18,"https://www.airbnb.com/rooms/1044836216533004668","Blueground | E Austin, lounge & deck, nr shops",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,104,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13079",1030402083175100800,"https://www.airbnb.com/rooms/1030402083175100783","Hot Tub, 3br, Free Parking | The Apex - Portoro",18253226,"Portoro","2014-07-17","N/A","t","N/A",73,"['phone']","t",78702,30.27645,-97.71603,"Entire home","Entire home/apt",2.5,3,3,500,"t",5,5,4.89,4.89,5,4.78,4.78,1.53
"13080",1044838232277264512,"https://www.airbnb.com/rooms/1044838232277264462","Blueground | E Austin, gym & pool, near airport",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,65,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13081",1044838728995792512,"https://www.airbnb.com/rooms/1044838728995792556","Blueground | East Austin, deck & w/d, nr dining",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,165,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13082",1044839266112476032,"https://www.airbnb.com/rooms/1044839266112476051","Blueground | East Austin, lounge & pool, nr food",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,162,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13083",1041263670706535168,"https://www.airbnb.com/rooms/1041263670706535177","Blueground | E  Austin, pool & deck, nr shopping",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,104,"t",5,5,5,5,5,5,4,0.31
"13084",1041265702782236928,"https://www.airbnb.com/rooms/1041265702782236932","Modern Comfort in East Austin - Room A",2546033,"Adam","2012-06-04","100%","f","88%",5,"['email', 'phone']","t",78723,30.30723,-97.67235,"Private room in home","Private room",1,1,1,35,"t",5,5,5,5,5,5,5,1
"13085",1041279721923994368,"https://www.airbnb.com/rooms/1041279721923994425","Modern Comfort in East Austin - Room B",2546033,"Adam","2012-06-04","100%","f","88%",5,"['email', 'phone']","t",78723,30.3078797094762,-97.672610968316,"Private room in home","Private room",1.5,1,0,35,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13086",1041299122467098112,"https://www.airbnb.com/rooms/1041299122467098173","Cozy and fresh private room",119152381,"Robert","2017-03-04","100%","t","89%",2,"['email', 'phone']","t",78754,30.3749015156594,-97.6589095356735,"Entire home","Entire home/apt",1,1,1,35,"t",5,5,4.83,5,5,5,5,1.53
